layer_combo,auc,mean_pos_sim,mean_neg_sim
L1,0.7087114398858734,0.883566573714774,0.8592859410836696
L2,0.7034512446331276,0.9127396475420303,0.8913736701519489
L3,0.7043022255719221,0.9159111154999205,0.8951714057655334
L1+L2,0.6968186839346178,0.8963728961176474,0.876146504573226
L1+L3,0.7041366290369708,0.888062762191896,0.865684850183487
L2+L3,0.6933605142228563,0.9180290865583826,0.8992336444429159
L1+L2+L3,0.6943295972912119,0.9002454032306789,0.8802226078717709
